DT_DISPATCH,ISO_COUNTRY_CODE,TYPE_OF_CONTRACT,CPV,LOTS_NUMBER,VALUE_EURO,CRIT_CODE,CPV_GROUP
20/10/23,ES,S,63100000.0,2.0,,M,63
31/05/22,ES,U,32500000.0,1.0,389880.0,,32
15/12/23,ES,S,60140000.0,2.0,1986613.2,,60
26/03/21,ES,S,92512000.0,10.0,608947.85,,92
20/10/22,ES,U,33690000.0,1.0,130480231.22,,33
02/03/21,ES,S,90611000.0,1.0,2045000.0,,90
18/01/23,ES,U,33692000.0,13.0,528729.6,M,33
15/06/22,ES,U,34144900.0,17.0,943007.45,M,34
22/10/19,ES,S,50000000.0,3.0,319468.2,M,50
03/07/19,ES,U,33140000.0,27.0,1240804.71,,33
27/04/22,ES,U,30237475.0,1.0,4363740.0,M,30
07/02/19,ES,U,50000000.0,15.0,468343.56,L,50
29/09/22,ES,S,79620000.0,1.0,310680.71,M,79
25/04/23,ES,U,39830000.0,6.0,429752.07,M,39
09/08/19,ES,S,79340000.0,3.0,5000000.0,M,79
26/12/18,ES,S,71221000.0,8.0,263534.68,M,71
09/09/22,ES,U,38581000.0,2.0,473170.89,M,38
26/03/19,ES,U,33140000.0,34.0,8423300.0,M,33
06/08/20,ES,S,85100000.0,153.0,182482944.0,,85
10/06/22,ES,W,45252100.0,1.0,8663901.21,M,45
21/08/20,ES,U,48218000.0,25.0,288754.0,,48
01/12/20,ES,U,9310000.0,1.0,2618616.67,M,93
02/06/22,ES,S,90000000.0,1.0,400000.0,,90
01/03/21,ES,S,85121200.0,10.0,,,85
29/08/23,ES,U,33140000.0,31.0,5568592.59,M,33
25/08/20,ES,U,33100000.0,29.0,14469470.0,M,33
20/12/21,ES,U,9331200.0,7.0,1695726.1,L,93
26/04/22,ES,U,42997300.0,1.0,288000.0,,42
16/10/18,ES,S,42930000.0,4.0,269100.02,M,42
19/10/22,ES,S,64210000.0,4.0,1045642.08,M,64
24/05/22,ES,S,92000000.0,1.0,,,92
03/01/23,ES,U,33184100.0,3.0,1842500.0,M,33
23/03/22,ES,S,72000000.0,1.0,1823040.0,M,72
17/05/23,ES,U,34300000.0,6.0,781925.62,L,34
04/10/21,ES,U,34100000.0,7.0,299760.0,M,34
15/01/19,ES,U,33141121.0,198.0,11284939.2,M,33
23/11/18,ES,S,85000000.0,9.0,,,85
27/05/19,ES,U,35811200.0,1.0,304000.0,M,35
13/05/19,ES,S,71314300.0,17.0,928555.87,,71
17/07/19,ES,U,33140000.0,15.0,821904.34,,33
15/09/22,ES,S,90500000.0,1.0,2854771.1,,90
23/08/23,ES,U,33140000.0,11.0,733233.6,,33
03/01/19,ES,U,38421100.0,13.0,12005165.6,M,38
30/11/23,ES,S,90919300.0,3.0,11443970.16,M,90
10/12/19,ES,S,90910000.0,7.0,277112000.0,M,90
01/07/20,ES,U,33100000.0,8.0,479680.0,,33
08/09/21,ES,U,30210000.0,4.0,870781.82,L,30
30/04/21,ES,S,60130000.0,24.0,2975505.7,M,60
18/10/19,ES,S,79310000.0,1.0,1887600.0,M,79
06/08/20,ES,S,85100000.0,153.0,182482944.0,,85
04/08/22,ES,U,39160000.0,4.0,714485.26,M,39
08/11/18,ES,U,90513000.0,22.0,1261455.06,M,90
06/08/20,ES,S,85100000.0,153.0,182482944.0,,85
18/10/21,ES,S,90911200.0,1.0,7428637.79,M,90
24/02/21,ES,S,50700000.0,7.0,348058.3,L,50
04/05/22,ES,S,72224000.0,1.0,3600000.0,M,72
02/01/23,ES,U,34928530.0,3.0,534489.83,M,34
13/09/18,ES,U,44110000.0,11.0,1717685.94,L,44
28/09/21,ES,U,33600000.0,4.0,325440.0,,33
26/12/19,ES,U,38300000.0,10.0,651700.0,M,38
06/06/22,ES,U,33696500.0,56.0,355900.31,L,33
23/12/20,ES,S,80580000.0,3.0,,,80
07/11/23,ES,S,72220000.0,1.0,,,72
07/11/19,ES,S,90470000.0,1.0,487990.72,L,90
10/07/23,ES,U,33140000.0,28.0,7161502.99,M,33
10/07/18,ES,S,60130000.0,159.0,23811688.88,M,60
07/03/18,ES,S,79710000.0,0.0,,M,79
23/07/21,ES,S,60130000.0,199.0,36056378.16,M,60
24/06/19,ES,U,33100000.0,3.0,1297100.0,,33
14/04/23,ES,S,80500000.0,6.0,,,80
18/11/20,ES,S,90900000.0,1.0,11063276.55,M,90
21/01/22,ES,S,71000000.0,1.0,1575904.0,M,71
01/09/21,ES,S,85100000.0,40.0,20284992.0,,85
08/10/21,ES,S,85112200.0,7.0,1938384.0,,85
10/01/19,ES,W,45214220.0,1.0,6861437.63,,45
13/04/23,ES,S,85100000.0,11.0,,,85
22/12/21,ES,U,33100000.0,1.0,490000.0,M,33
28/05/21,ES,U,33192310.0,2.0,991300.0,,33
09/01/20,ES,S,50700000.0,1.0,18419600.82,,50
06/02/20,ES,U,42000000.0,4.0,3063784.22,M,42
02/11/20,ES,U,34114000.0,4.0,13197888.0,M,34
19/07/21,ES,U,33182100.0,6.0,4150000.0,,33
10/08/22,ES,U,44114000.0,1.0,2025117.5,M,44
04/03/22,ES,S,77310000.0,2.0,1553273.0,,77
20/12/21,ES,S,80530000.0,34.0,4569273.0,,80
25/10/22,ES,S,90911200.0,14.0,37027185.98,,90
25/03/21,ES,S,50312310.0,1.0,990223.68,M,50
09/03/23,ES,S,71317200.0,16.0,294211.45,M,71
04/04/22,ES,S,72224000.0,27.0,30143795.5,,72
05/04/21,ES,S,90700000.0,1.0,1140302.68,,90
09/03/23,ES,U,33692200.0,26.0,1862086.64,M,33
06/08/20,ES,S,85100000.0,153.0,182482944.0,,85
28/10/20,ES,S,98351000.0,1.0,306000.0,M,98
08/09/21,ES,U,33140000.0,24.0,800004.6,M,33
17/01/23,ES,S,80530000.0,7.0,25798652.45,M,80
12/02/19,ES,S,90919200.0,16.0,5497980.09,M,90
10/03/21,ES,U,33184000.0,13.0,1487542.36,M,33
24/05/19,ES,U,44111000.0,43.0,18210501.84,L,44
06/08/20,ES,S,85100000.0,153.0,182482944.0,,85
22/06/23,ES,U,15000000.0,22.0,480313.79,M,15
06/08/20,ES,S,85100000.0,153.0,182482944.0,,85
07/10/22,ES,S,85311000.0,1.0,,,85
30/11/20,ES,U,24320000.0,17.0,5000000.0,M,24
26/11/18,ES,S,65000000.0,,,M,65
03/04/23,ES,U,33140000.0,141.0,21357767.03,M,33
30/09/21,ES,U,44100000.0,6.0,295000.0,M,44
06/10/22,ES,S,72267000.0,10.0,794102.63,L,72
20/12/22,ES,U,31520000.0,2.0,303739.08,M,31
08/09/20,ES,S,55300000.0,36.0,,,55
14/04/21,ES,U,33184100.0,19.0,9935738.75,M,33
14/01/20,ES,U,39293400.0,3.0,371900.82,L,39
11/09/20,ES,S,90911200.0,5.0,19577461.48,M,90
12/12/19,ES,U,44510000.0,50.0,546694.5,M,44
25/05/20,ES,U,30200000.0,3.0,309946.95,M,30
28/12/18,ES,U,33690000.0,202.0,256013380.19,M,33
11/01/23,ES,S,90513800.0,1.0,23811125.86,M,90
01/03/19,ES,S,75100000.0,1.0,,,75
13/02/20,ES,S,85312000.0,1.0,,,85
27/06/23,ES,U,42122130.0,2.0,575424.94,M,42
18/01/19,ES,U,39713300.0,1.0,894840.0,M,39
07/04/22,ES,U,33141210.0,71.0,5514560.67,M,33
11/12/19,ES,U,33696500.0,2.0,811030.0,M,33
28/03/19,ES,S,71520000.0,1.0,440000.0,M,71
02/02/22,ES,U,33731110.0,1.0,513091.2,M,33
18/11/20,ES,S,80530000.0,28.0,6443901.0,,80
06/08/20,ES,S,85100000.0,153.0,182482944.0,,85
10/01/18,ES,S,50700000.0,0.0,1120600.0,M,50
29/03/23,ES,S,55523100.0,20.0,,,55
23/06/20,ES,S,77311000.0,3.0,12808673.82,M,77
26/07/19,ES,S,60130000.0,138.0,25419238.55,M,60
12/08/19,ES,U,42996000.0,10.0,1284177.17,M,42
04/04/23,ES,S,50110000.0,5.0,245950.38,M,50
27/10/21,ES,S,71247000.0,1.0,246799.93,M,71
30/12/19,ES,U,39100000.0,4.0,4989178.18,M,39
30/12/20,ES,U,18000000.0,22.0,10550185.0,M,18
04/01/19,ES,U,42131148.0,19.0,1914263.3,M,42
07/04/21,ES,S,90000000.0,1.0,710992.68,M,90
19/05/23,ES,S,80110000.0,4.0,11652824.12,,80
22/12/21,ES,S,50110000.0,4.0,,,50
03/07/19,ES,S,98351000.0,2.0,39608640.65,M,98
20/12/21,ES,S,80530000.0,37.0,6138553.5,,80
08/04/22,ES,W,45111000.0,11.0,18345830.0,M,45
20/12/22,ES,U,18100000.0,6.0,4015296.0,,18
06/08/20,ES,S,85100000.0,153.0,182482944.0,,85
14/07/21,ES,S,60130000.0,140.0,20689241.76,,60
06/08/20,ES,S,85100000.0,153.0,182482944.0,,85
17/06/22,ES,S,50413200.0,6.0,361274.33,M,50
28/03/19,ES,U,33184100.0,18.0,,,33
08/09/20,ES,S,60172000.0,13.0,398000.0,M,60
06/08/20,ES,S,85100000.0,153.0,182482944.0,,85
25/08/21,ES,S,79952000.0,11.0,,,79
28/07/22,ES,U,38900000.0,1.0,210000.0,M,38
25/10/19,ES,U,9123000.0,5.0,4311393.71,L,91
15/12/20,ES,S,72200000.0,5.0,21029580.0,M,72
06/08/20,ES,S,85100000.0,153.0,182482944.0,,85
24/02/23,ES,U,33140000.0,29.0,17682970.78,,33
21/02/18,ES,S,66513000.0,1.0,272700.0,M,66
18/06/21,ES,U,42931100.0,6.0,284297.52,M,42
29/05/23,ES,U,33141320.0,33.0,27845378.0,M,33
15/04/19,ES,U,33696000.0,24.0,2238306.4,,33
05/12/18,ES,U,15000000.0,144.0,712943.75,M,15
21/09/20,ES,U,35113400.0,1.0,378000.0,M,35
21/10/19,ES,S,50241000.0,4.0,4400000.0,M,50
23/06/23,ES,S,60130000.0,17.0,6118986.24,M,60
02/09/22,ES,U,34114200.0,5.0,1147234.0,M,34
25/07/19,ES,U,38433000.0,1.0,427480.0,M,38
06/03/19,ES,U,33692300.0,2.0,250433.28,,33
30/04/21,ES,S,60130000.0,23.0,4965454.74,M,60
28/10/19,ES,U,33600000.0,28.0,2496043.2,M,33
07/02/23,ES,S,85310000.0,1.0,1476747.93,M,85
31/05/22,ES,S,79411000.0,1.0,214800.0,,79
23/08/22,ES,U,15100000.0,25.0,1546290.48,M,15
21/12/21,ES,S,71311000.0,1.0,2390710.0,M,71
27/12/21,ES,S,60182000.0,21.0,3184270.96,M,60
06/08/20,ES,S,85100000.0,153.0,182482944.0,,85
11/08/22,ES,S,60130000.0,28.0,3986373.08,M,60
06/08/20,ES,S,85100000.0,153.0,182482944.0,,85
12/02/20,ES,U,15221000.0,11.0,5900426.44,L,15
30/09/21,ES,U,39000000.0,4.0,9744690.0,M,39
20/11/20,ES,W,45000000.0,11.0,14455965.8,M,45
19/12/19,ES,U,33690000.0,153.0,4183590.24,M,33
17/03/22,ES,S,72000000.0,4.0,254000.0,M,72
06/08/20,ES,S,85100000.0,153.0,182482944.0,,85
12/04/23,ES,S,85111000.0,1.0,316800.0,M,85
11/03/22,ES,U,42961100.0,8.0,70840000.0,M,42
23/03/23,ES,U,34100000.0,3.0,375250.0,M,34
19/07/19,ES,S,79100000.0,38.0,,,79
19/06/23,ES,U,30200000.0,6.0,224780.18,M,30
09/07/20,ES,U,33000000.0,4.0,2766526.78,,33
07/09/20,ES,U,33141200.0,66.0,,M,33
24/05/23,ES,S,85312000.0,1.0,,,85
29/08/23,ES,S,60130000.0,26.0,3414331.38,M,60
01/06/20,ES,S,72000000.0,3.0,250741.54,M,72
26/08/21,ES,U,48218000.0,1.0,233400.0,L,48
10/10/23,ES,S,66516000.0,4.0,652000.0,M,66
23/06/23,ES,U,33700000.0,10.0,27914376.0,,33
11/10/18,ES,U,9310000.0,4.0,2665383.8,L,93
30/05/19,ES,U,33000000.0,4.0,2548296.7,M,33
26/06/23,ES,U,33696800.0,10.0,1616565.17,M,33
14/09/21,ES,U,33141600.0,22.0,438852.15,M,33
30/10/20,ES,U,15000000.0,28.0,18780000.0,M,15
15/03/21,ES,S,71311210.0,1.0,295196.08,M,71
08/05/20,ES,U,33140000.0,26.0,2986840.84,M,33
21/06/21,ES,W,45214220.0,1.0,9601897.11,,45
01/03/18,ES,U,33141320.0,1.0,3305718.0,M,33
03/12/18,ES,U,33100000.0,5.0,531696.0,L,33
06/08/20,ES,S,85100000.0,153.0,182482944.0,,85
27/07/21,ES,U,30190000.0,8.0,657721.44,M,30
18/10/21,ES,S,60130000.0,38.0,4848914.79,M,60
20/07/21,ES,U,15000000.0,21.0,275482.07,M,15
22/10/20,ES,U,3211000.0,14.0,722032.42,L,32
20/10/21,ES,U,44316400.0,4.0,818622.2,L,44
21/03/22,ES,U,34110000.0,13.0,676080.0,M,34
25/03/23,ES,S,85311300.0,13.0,1967486.0,,85
01/04/22,ES,U,15800000.0,26.0,10658377.77,,15
30/05/23,ES,S,50225000.0,1.0,273700.0,,50
10/06/19,ES,S,92111260.0,1.0,447541.05,M,92
22/07/20,ES,S,50000000.0,1.0,2460000.0,M,50
08/07/20,ES,S,71351914.0,1.0,2700000.0,,71
19/02/21,ES,S,72212900.0,1.0,2810304.0,M,72
29/12/20,ES,S,50413200.0,2.0,7252455.0,M,50
06/04/22,ES,U,9310000.0,4.0,1704552.48,L,93
22/05/23,ES,S,90600000.0,3.0,46074766.34,M,90
08/11/22,ES,S,79950000.0,4.0,393649.72,,79
16/07/21,ES,S,79340000.0,2.0,275258.0,,79
30/12/19,ES,S,72510000.0,2.0,5950690.9,M,72
04/03/22,ES,U,30200000.0,6.0,173000000.0,M,30
01/10/19,ES,S,85312510.0,4.0,249366.6,,85
20/11/20,ES,U,30200000.0,8.0,7235000.0,M,30
19/06/18,ES,U,9134000.0,2.0,300000.0,L,91
08/01/21,ES,U,15800000.0,39.0,380899.64,,15
09/02/22,ES,U,39100000.0,7.0,423841.0,,39
10/06/20,ES,S,90721100.0,3.0,17157349.59,M,90
31/01/19,ES,U,33600000.0,1.0,7301268.0,,33
26/10/18,ES,U,34300000.0,14.0,885600.84,M,34
06/08/20,ES,S,85100000.0,153.0,182482944.0,,85
21/04/21,ES,U,33141121.0,186.0,1018818.12,M,33
21/03/23,ES,U,33140000.0,4.0,804912.34,M,33
17/04/20,ES,S,71311000.0,1.0,250000.0,,71
06/08/20,ES,S,85100000.0,153.0,182482944.0,,85
15/11/19,ES,S,45255400.0,9.0,1259404.8,,45
25/10/22,ES,S,55241000.0,11.0,,,55
07/11/18,ES,S,98390000.0,0.0,497834.72,M,98
07/09/21,ES,U,30100000.0,21.0,732026.46,,30
02/10/18,ES,U,33122000.0,18.0,1312400.0,,33
03/12/20,ES,U,33184100.0,7.0,809239.23,M,33
01/10/19,ES,U,9344000.0,31.0,799571.1,M,93
10/06/20,ES,S,90511100.0,1.0,506750.2,,90
28/10/19,ES,U,34100000.0,1.0,2572713.5,M,34
19/08/19,ES,S,79823000.0,6.0,539055.0,L,79
20/05/22,ES,S,72200000.0,2.0,3763200.0,M,72
23/07/20,ES,U,15000000.0,23.0,7536164.32,M,15
22/02/18,ES,S,77311000.0,1.0,659888.0,M,77
26/02/19,ES,S,98000000.0,1.0,1094647.2,,98
23/07/18,ES,S,72100000.0,0.0,466942.15,M,72
17/06/20,ES,S,66510000.0,11.0,2203030.0,M,66
06/08/20,ES,S,85100000.0,153.0,182482944.0,,85
29/03/21,ES,U,19520000.0,8.0,1387100.0,M,19
20/07/21,ES,U,15000000.0,23.0,4038443.18,M,15
12/07/22,ES,U,33141111.0,3.0,440053.25,L,33
28/12/18,ES,S,50711000.0,0.0,,M,50
29/07/22,ES,S,50324200.0,3.0,9444031.15,M,50
22/07/20,ES,U,33140000.0,19.0,254330.96,L,33
08/11/21,ES,S,50000000.0,9.0,1296000.0,,50
10/05/21,ES,S,90910000.0,1.0,1935410.8,L,90
08/06/22,ES,U,18443340.0,2.0,935126.0,M,18
18/03/22,ES,U,9134000.0,5.0,793388.43,L,91
02/11/22,ES,S,60161000.0,10.0,976325.0,M,60
05/11/19,ES,S,50000000.0,3.0,2454612.0,,50
14/07/22,ES,U,15000000.0,21.0,288405.12,M,15
18/06/21,ES,S,80200000.0,43.0,51467850.0,,80
16/01/19,ES,S,75251120.0,1.0,,,75
04/12/23,ES,U,33600000.0,94.0,14805473.76,,33
19/03/21,ES,S,77312000.0,3.0,764462.85,,77
13/07/18,ES,S,60130000.0,23.0,1271813.28,,60
29/11/22,ES,U,30200000.0,7.0,990000.0,,30
21/01/22,ES,S,63510000.0,33.0,1490000.0,M,63
26/03/19,ES,S,85143000.0,6.0,,,85
26/02/21,ES,S,50230000.0,24.0,3277777.16,M,50
17/06/19,ES,S,63100000.0,1.0,506000.0,M,63
04/05/23,ES,S,85100000.0,12.0,,,85
05/04/23,ES,S,85147000.0,1.0,,,85
05/08/19,ES,U,15000000.0,9.0,987888.34,,15
14/04/23,ES,S,63510000.0,5.0,3966062.4,M,63
29/09/23,ES,U,9310000.0,4.0,12750000.0,L,93
23/09/19,ES,U,44111000.0,24.0,442063.43,L,44
06/03/18,ES,U,39100000.0,128.0,16516608.8,M,39
06/08/20,ES,S,85100000.0,153.0,182482944.0,,85
31/05/18,ES,S,98350000.0,,295166.66,M,98
01/12/22,ES,S,72310000.0,1.0,595041.32,M,72
08/03/23,ES,S,71000000.0,1.0,400000.0,M,71
29/01/20,ES,S,66510000.0,1.0,306500.0,,66
06/08/20,ES,S,85100000.0,153.0,182482944.0,,85
24/10/22,ES,U,30231100.0,2.0,230578.51,M,30
20/03/19,ES,S,71311210.0,20.0,522880.09,M,71
11/07/23,ES,S,50312600.0,1.0,1328406.36,M,50
30/09/19,ES,S,66510000.0,7.0,720000.0,M,66
02/12/21,ES,U,19520000.0,8.0,1468040.0,M,19
06/08/20,ES,S,85100000.0,153.0,182482944.0,,85
13/11/18,ES,U,24954000.0,9.0,2162212.8,L,24
03/11/23,ES,U,33140000.0,5.0,,M,33
08/03/21,ES,U,33141321.0,20.0,2166048.0,M,33
05/11/20,ES,U,32571000.0,1.0,1239669.42,,32
29/06/21,ES,S,80000000.0,42.0,,,80
17/09/21,ES,U,33184600.0,1.0,258060.0,M,33
17/02/22,ES,U,33972000.0,1.0,297000.0,,33
15/02/22,ES,S,72810000.0,4.0,249000.0,M,72
05/06/20,ES,S,63721000.0,1.0,2216100.0,M,63
18/10/23,ES,S,80580000.0,3.0,1167691.48,M,80
13/04/21,ES,S,90513500.0,2.0,1315200.0,M,90
15/09/21,ES,S,80530000.0,25.0,,,80
27/10/21,ES,S,90481000.0,1.0,5133150.0,M,90
07/11/18,ES,U,33141600.0,22.0,417911.56,M,33
17/05/22,ES,U,33184300.0,85.0,23863824.0,M,33
30/12/22,ES,S,71311000.0,4.0,4001701.82,M,71
19/10/22,ES,S,72413000.0,3.0,372935.0,M,72
30/04/21,ES,S,60130000.0,26.0,5561157.9,M,60
28/10/22,ES,S,65111000.0,1.0,4201691.0,M,65
12/12/18,ES,S,64200000.0,3.0,887500.0,M,64
23/09/19,ES,U,44111000.0,24.0,442063.43,L,44
24/09/21,ES,U,33182220.0,12.0,2868902.18,M,33
07/06/23,ES,S,90919200.0,5.0,896860.63,M,90
28/06/22,ES,U,32200000.0,9.0,237165.0,M,32
23/07/18,ES,S,72200000.0,1.0,1486800.0,M,72
11/10/22,ES,U,15000000.0,48.0,5643939.0,M,15
11/03/19,ES,S,72212220.0,6.0,610117.2,M,72
17/05/19,ES,U,38000000.0,106.0,4745623.08,M,38
26/11/18,ES,S,65000000.0,,,M,65
05/08/22,ES,S,60130000.0,105.0,,,60
26/06/23,ES,S,50230000.0,1.0,5117900.0,M,50
06/08/20,ES,S,63100000.0,31.0,398252.0,M,63
25/01/23,ES,U,33141110.0,11.0,351929.98,M,33
06/08/20,ES,S,85100000.0,153.0,182482944.0,,85
23/05/23,ES,S,55000000.0,52.0,11558520.0,,55
25/04/19,ES,S,50850000.0,2.0,894687.45,M,50
19/07/19,ES,U,18100000.0,6.0,262809.92,L,18
30/12/22,ES,S,50750000.0,5.0,314816.65,,50
13/03/19,ES,S,50000000.0,23.0,647990.85,,50
23/11/20,ES,U,38433100.0,5.0,1058835.76,M,38
21/08/20,ES,U,48218000.0,25.0,288754.0,,48
17/01/18,ES,S,39715300.0,12.0,3186000.0,M,39
02/09/21,ES,U,33140000.0,26.0,2269953.84,M,33
22/06/21,ES,S,60130000.0,28.0,1872472.74,M,60
26/01/22,ES,U,34114000.0,3.0,1000000.0,M,34
06/11/19,ES,S,85311000.0,1.0,,,85
03/07/23,ES,S,77312000.0,8.0,574092.5,M,77
14/03/23,ES,S,66510000.0,3.0,462000.0,M,66
05/02/19,ES,U,44114200.0,19.0,385065.21,L,44
07/08/19,ES,S,90911200.0,3.0,1154634.12,M,90
23/09/20,ES,S,71354300.0,1.0,515702.5,M,71
07/09/20,ES,U,33141200.0,66.0,,M,33
01/08/22,ES,U,33184300.0,23.0,7243574.0,,33
26/04/21,ES,S,90911200.0,1.0,1058043.4,M,90
28/07/20,ES,U,38510000.0,10.0,713489.91,M,38
06/08/20,ES,S,85100000.0,153.0,182482944.0,,85
14/12/22,ES,S,72000000.0,2.0,72878130.48,M,72
28/11/19,ES,S,60100000.0,5.0,806126.6,M,60
02/10/19,ES,S,50112200.0,82.0,1440255.0,L,50
13/12/18,ES,S,79710000.0,8.0,,,79
04/04/22,ES,U,42415000.0,5.0,291800.0,M,42
06/09/19,ES,S,50330000.0,2.0,,L,50
06/03/18,ES,S,50312000.0,7.0,6715847.98,,50
15/10/21,ES,U,35120000.0,1.0,841451.47,,35
06/08/20,ES,S,85100000.0,153.0,182482944.0,,85
08/02/21,ES,U,3311000.0,30.0,1033192.9,M,33
09/06/23,ES,S,79952100.0,7.0,560803.44,,79
30/05/19,ES,U,34352200.0,1.0,740383.5,M,34
13/05/20,ES,U,33793000.0,4.0,445466.89,M,33
25/01/23,ES,U,33141110.0,11.0,351929.98,M,33
25/09/23,ES,U,33100000.0,15.0,2558391.0,M,33
05/01/21,ES,W,45234160.0,1.0,17545663.56,M,45
15/01/19,ES,U,33141121.0,198.0,11284939.2,M,33
22/06/23,ES,S,60130000.0,108.0,9666410.16,,60
15/06/23,ES,U,15000000.0,22.0,250956.23,M,15
13/03/23,ES,U,33600000.0,2.0,804172.8,,33
02/04/19,ES,U,33600000.0,22.0,,M,33
15/12/20,ES,S,79340000.0,3.0,4358079.8,M,79
27/04/23,ES,U,18143000.0,18.0,2315798.1,M,18
27/12/23,ES,S,71221000.0,4.0,434671.07,,71
17/06/22,ES,S,50116300.0,6.0,,,50
20/12/21,ES,S,80530000.0,37.0,6138553.5,,80
28/01/19,ES,U,33696200.0,8.0,28244375.6,M,33
08/09/21,ES,U,33184000.0,14.0,2999990.0,M,33
17/08/23,ES,U,34100000.0,7.0,634160.0,M,34
26/06/19,ES,U,33000000.0,116.0,1957156.48,,33
06/08/20,ES,S,85100000.0,153.0,182482944.0,,85
14/10/21,ES,U,33141420.0,2.0,2332740.0,L,33
16/11/21,ES,S,66510000.0,1.0,1200000.0,M,66
31/05/22,ES,S,90911200.0,5.0,877627.68,M,90
22/08/23,ES,U,15000000.0,8.0,1202712.84,M,15
01/06/20,ES,U,33141000.0,1.0,3099684.75,,33
29/04/20,ES,U,33157400.0,6.0,826198.35,M,33
17/05/19,ES,U,38000000.0,106.0,4745623.08,M,38
26/08/20,ES,S,80530000.0,22.0,4336255.35,,80
15/06/23,ES,S,79710000.0,1.0,2393533.41,M,79
28/12/21,ES,U,33124131.0,1.0,8899200.0,M,33
03/04/23,ES,U,32250000.0,1.0,720000.0,M,32
30/11/21,ES,U,34111200.0,6.0,377760.0,M,34
29/03/19,ES,U,33696200.0,1.0,702906.66,,33
02/03/18,ES,S,90511200.0,,2263200.0,M,90
30/09/22,ES,S,90400000.0,1.0,330578.52,L,90
10/01/20,ES,S,85311000.0,23.0,42262639.2,,85
23/12/19,ES,S,77311000.0,2.0,15132504.99,M,77
28/02/18,ES,U,30197000.0,2.0,1548780.67,M,30
02/01/19,ES,S,50112200.0,19.0,2562910.34,M,50
16/10/22,ES,U,42000000.0,12.0,522000.0,,42
28/05/19,ES,U,33600000.0,10.0,2690497.44,M,33
18/03/21,ES,U,33140000.0,40.0,991465.84,M,33
29/05/19,ES,U,19520000.0,3.0,121980.0,L,19
12/06/20,ES,S,98341120.0,1.0,666286.5,M,98
22/04/22,ES,S,79340000.0,7.0,607438.02,M,79
10/07/19,ES,S,90481000.0,1.0,5374207.96,,90
28/09/22,ES,U,33181000.0,7.0,10547310.0,M,33
23/06/20,ES,U,9123000.0,5.0,890598.0,L,91
08/10/21,ES,S,71311210.0,2.0,465000.0,M,71
21/09/22,ES,S,72590000.0,1.0,392080.0,M,72
13/03/23,ES,S,85312110.0,4.0,9529488.0,M,85
24/07/19,ES,U,33111650.0,3.0,448668.24,M,33
14/10/19,ES,S,55322000.0,1.0,,,55
17/02/22,ES,U,33168100.0,6.0,2495220.0,M,33
06/03/18,ES,U,31000000.0,83.0,233855448.32,,31
11/01/22,ES,W,45214400.0,1.0,16889708.09,M,45
20/09/21,ES,S,71200000.0,1.0,215200.0,M,71
04/04/22,ES,U,42415000.0,5.0,291800.0,M,42
31/08/22,ES,U,33000000.0,9.0,1557063.36,,33
07/01/21,ES,U,38430000.0,4.0,745000.0,L,38
28/08/20,ES,U,44100000.0,26.0,464824.02,M,44
21/11/18,ES,U,33141200.0,22.0,301814.92,,33
07/11/23,ES,U,33696800.0,10.0,11761614.9,L,33
01/04/22,ES,U,15800000.0,26.0,10658377.77,,15
11/09/23,ES,U,33696500.0,37.0,1400349.84,M,33
04/08/23,ES,U,34946120.0,2.0,2902900.0,L,34
16/06/21,ES,S,76510000.0,11.0,697900.0,,76
22/03/21,ES,S,85320000.0,2.0,8087040.0,M,85
27/04/20,ES,S,90911200.0,16.0,64288280.01,M,90
27/01/22,ES,U,34941200.0,1.0,263250.0,L,34
19/10/20,ES,S,90000000.0,16.0,3730114.31,M,90
10/03/23,ES,U,44212320.0,3.0,535198.6,M,44
25/01/19,ES,U,33100000.0,15.0,273599.0,,33
15/07/19,ES,U,33157400.0,6.0,459095.02,M,33
18/02/22,ES,S,79721000.0,14.0,,,79
06/08/20,ES,S,85100000.0,153.0,182482944.0,,85
30/03/22,ES,S,71311210.0,2.0,330578.0,M,71
25/06/20,ES,U,33111610.0,10.0,2977076.86,M,33
05/03/21,ES,U,9300000.0,1.0,,,93
05/10/21,ES,S,90611000.0,1.0,350735.88,,90
02/10/19,ES,U,15500000.0,8.0,1207938.24,M,15
02/11/22,ES,S,50100000.0,12.0,395633.81,M,50
07/02/23,ES,U,35000000.0,6.0,10871177.92,M,35
23/11/23,ES,U,33651600.0,33.0,70712052.0,,33
30/04/21,ES,S,60130000.0,25.0,2867215.04,M,60
01/04/21,ES,S,77312000.0,7.0,997500.0,,77
14/09/21,ES,U,15241400.0,16.0,80000000.0,L,15
21/03/19,ES,S,50750000.0,7.0,389820.88,M,50
06/08/20,ES,S,85100000.0,153.0,182482944.0,,85
06/07/18,ES,U,80000000.0,7.0,,L,80
08/03/18,ES,U,33184300.0,2.0,2850000.0,M,33
17/08/21,ES,S,60130000.0,37.0,22881793.25,,60
15/02/21,ES,U,33190000.0,38.0,7476915.0,,33
10/05/22,ES,S,72222300.0,7.0,22877640.0,M,72
30/07/20,ES,S,79414000.0,1.0,526840.0,M,79
07/05/21,ES,S,72000000.0,1.0,,,72
11/01/21,ES,U,33141113.0,11.0,388715.35,M,33
31/05/18,ES,S,63730000.0,0.0,,M,63
21/11/19,ES,S,66510000.0,5.0,280000.0,M,66
21/07/23,ES,U,33696500.0,2.0,331912.0,,33
15/03/23,ES,S,71356100.0,1.0,290055.97,M,71
