DT_DISPATCH,ISO_COUNTRY_CODE,TYPE_OF_CONTRACT,CPV,LOTS_NUMBER,VALUE_EURO,CRIT_CODE,CPV_GROUP
08/03/22,ES,U,9310000.0,1.0,32867531.4,L,93
29/03/19,ES,S,60130000.0,43.0,3686674.54,,60
06/08/20,ES,S,85100000.0,153.0,182482944.0,,85
17/02/23,ES,U,3222321.0,5.0,549115.0,M,32
15/10/19,ES,U,39151000.0,3.0,1448791.1,M,39
19/02/19,ES,S,32412100.0,25.0,3717600.0,M,32
30/09/21,ES,S,72000000.0,3.0,5397447.18,M,72
04/06/20,ES,S,55300000.0,6.0,6443573.4,,55
13/09/22,ES,U,33141110.0,37.0,19483105.74,M,33
05/03/21,ES,S,72416000.0,1.0,1055435.11,M,72
11/01/21,ES,S,71000000.0,2.0,355967.46,,71
12/03/21,ES,U,33140000.0,10.0,782357.4,M,33
06/08/20,ES,S,85100000.0,153.0,182482944.0,,85
30/07/20,ES,U,34144511.0,2.0,281100.0,M,34
04/07/19,ES,U,33690000.0,132.0,3567948.19,M,33
30/09/19,ES,U,18443340.0,13.0,392955.0,M,18
16/04/21,ES,S,92610000.0,9.0,,,92
31/03/23,ES,U,38000000.0,21.0,1750000.0,,38
03/10/22,ES,U,9300000.0,1.0,13411040.1,M,93
20/09/21,ES,S,72212900.0,50.0,7520682.0,,72
12/08/19,ES,U,42996000.0,10.0,1284177.17,M,42
14/10/21,ES,S,80580000.0,6.0,,,80
06/08/20,ES,S,85100000.0,153.0,182482944.0,,85
16/03/20,ES,U,15000000.0,32.0,2073842.98,,15
29/07/21,ES,S,90910000.0,17.0,11328000.0,M,90
08/07/19,ES,S,50700000.0,1.0,3466800.0,M,50
20/07/21,ES,U,15000000.0,23.0,4887367.09,M,15
28/10/21,ES,U,18000000.0,19.0,4314910.5,M,18
13/03/20,ES,S,92521100.0,2.0,,,92
21/02/23,ES,U,33141000.0,84.0,6098246.6,M,33
02/06/20,ES,S,80530000.0,34.0,,,80
21/07/21,ES,U,44115210.0,5.0,347152.48,M,44
29/12/20,ES,U,30213100.0,4.0,700000.0,,30
04/03/21,ES,U,33184100.0,11.0,961333.03,,33
21/06/21,ES,U,32344210.0,2.0,985413.56,,32
14/09/21,ES,U,33141600.0,22.0,438852.15,M,33
09/11/22,ES,U,33124130.0,2.0,240892.56,M,33
19/05/22,ES,S,71311000.0,7.0,3661035.0,M,71
03/05/23,ES,U,33100000.0,13.0,216003.44,L,33
29/10/20,ES,S,80530000.0,16.0,2982586.5,,80
12/06/23,ES,U,38000000.0,1.0,2000000.0,M,38
14/07/21,ES,S,60130000.0,145.0,31770723.6,M,60
17/10/18,ES,S,66510000.0,0.0,280000.0,M,66
22/11/22,ES,S,90910000.0,2.0,313757.82,M,90
18/10/19,ES,U,66114000.0,1.0,,,66
09/05/23,ES,S,73100000.0,5.0,1050000.0,M,73
01/09/21,ES,S,85100000.0,40.0,20284992.0,,85
12/11/21,ES,U,9211000.0,1.0,,,92
04/01/19,ES,U,33141240.0,20.0,1862659.08,M,33
20/01/23,ES,U,42900000.0,4.0,4144500.0,M,42
31/08/21,ES,U,39140000.0,22.0,948361.92,,39
19/12/22,ES,S,73100000.0,7.0,1025000.0,M,73
06/08/20,ES,S,85100000.0,153.0,182482944.0,,85
06/08/20,ES,S,85100000.0,153.0,182482944.0,,85
10/02/23,ES,S,79714000.0,2.0,,,79
18/11/21,ES,S,92512000.0,2.0,779403.22,,92
05/02/19,ES,U,44114200.0,19.0,385065.21,L,44
27/02/23,ES,U,34100000.0,2.0,231936.0,M,34
21/11/18,ES,S,63510000.0,33.0,1513500.0,M,63
29/01/19,ES,U,33000000.0,56.0,206214.36,M,33
26/07/19,ES,S,60130000.0,138.0,25419238.55,M,60
09/08/22,ES,U,44160000.0,13.0,957786.3,M,44
26/05/21,ES,U,34144511.0,1.0,297520.66,M,34
31/08/18,ES,S,85311300.0,4.0,,,85
01/06/21,ES,S,77311000.0,1.0,2586141.44,M,77
03/04/19,ES,U,33184100.0,7.0,309912.02,M,33
26/12/18,ES,W,45210000.0,1.0,5648760.33,M,45
30/04/21,ES,S,60130000.0,24.0,5218108.95,M,60
16/10/20,ES,S,66516500.0,4.0,650600.0,M,66
06/08/20,ES,S,85100000.0,153.0,182482944.0,,85
06/08/20,ES,S,85100000.0,153.0,182482944.0,,85
01/02/21,ES,U,34114100.0,3.0,693000.0,M,34
31/08/23,ES,U,48000000.0,2.0,2206800.0,,48
26/05/21,ES,U,18130000.0,36.0,1896071.0,M,18
22/11/21,ES,U,18000000.0,5.0,390009.0,M,18
18/09/20,ES,U,34410000.0,2.0,363964.8,,34
02/12/21,ES,S,79212000.0,19.0,622146.32,,79
08/01/20,ES,S,50700000.0,3.0,1603398.06,,50
10/12/21,ES,U,9343000.0,29.0,4000485.06,L,93
20/12/19,ES,S,72315200.0,3.0,3007334.0,,72
18/03/21,ES,U,33140000.0,40.0,991465.84,M,33
07/11/22,ES,S,71311000.0,3.0,698767.2,M,71
06/08/20,ES,S,85100000.0,153.0,182482944.0,,85
15/09/20,ES,U,34144900.0,115.0,147549651.53,M,34
05/12/23,ES,U,48180000.0,1.0,2492723.0,,48
10/07/18,ES,S,60130000.0,159.0,23811688.88,M,60
09/01/18,ES,U,33141110.0,18.0,,,33
06/08/20,ES,S,85100000.0,153.0,182482944.0,,85
05/12/18,ES,U,16600000.0,9.0,970000.0,M,16
22/12/22,ES,S,80531000.0,40.0,725130.0,,80
18/04/22,ES,S,72224000.0,4.0,6298131.69,M,72
27/10/22,ES,U,44100000.0,8.0,217499.14,L,44
21/11/22,ES,U,33600000.0,11.0,259288.0,M,33
22/12/22,ES,S,85100000.0,5.0,,,85
26/05/22,ES,S,80410000.0,146.0,,,80
06/08/20,ES,S,85100000.0,153.0,182482944.0,,85
04/11/22,ES,U,33692300.0,40.0,2605156.4,M,33
21/02/19,ES,U,38421100.0,6.0,1170820.0,M,38
16/10/20,ES,U,15882000.0,16.0,1312180.12,M,15
10/07/20,ES,U,33184100.0,70.0,1861199.4,M,33
19/10/23,ES,U,34100000.0,1.0,1439289.0,M,34
10/01/20,ES,S,80500000.0,15.0,5059260.0,M,80
13/07/22,ES,U,33140000.0,23.0,6714506.86,M,33
08/02/21,ES,S,90911200.0,12.0,447842.56,M,90
20/07/22,ES,S,50800000.0,1.0,6600000.0,M,50
14/02/23,ES,U,33150000.0,14.0,294465.0,,33
20/01/20,ES,U,39160000.0,32.0,7476890.46,M,39
13/02/19,ES,U,33600000.0,20.0,914321.92,M,33
28/09/22,ES,S,71310000.0,1.0,368535.39,,71
06/08/21,ES,U,9134000.0,1.0,991735.54,,91
27/04/23,ES,U,18143000.0,18.0,2315798.1,M,18
19/07/22,ES,U,30200000.0,4.0,478595.04,M,30
10/01/22,ES,S,60130000.0,3.0,1731389.84,M,60
28/08/20,ES,U,33141800.0,55.0,478318.74,,33
23/08/21,ES,U,33691000.0,2.0,289192.4,L,33
10/08/20,ES,U,38342000.0,6.0,309024.0,M,38
13/07/22,ES,U,33140000.0,23.0,6714506.86,M,33
02/01/23,ES,S,72212931.0,1.0,5547833.26,M,72
25/06/20,ES,S,80530000.0,43.0,,,80
29/04/22,ES,U,33182220.0,36.0,25001520.0,M,33
19/11/20,ES,S,60120000.0,9.0,646560.42,M,60
02/01/20,ES,S,90481000.0,1.0,1692169.47,M,90
18/05/21,ES,S,50000000.0,1.0,573746.91,M,50
08/03/22,ES,S,55243000.0,1.0,271221.03,M,55
25/01/23,ES,S,72224000.0,1.0,636000.0,M,72
13/10/22,ES,U,33184100.0,19.0,937709.69,M,33
02/12/21,ES,U,19520000.0,8.0,1468040.0,M,19
13/05/22,ES,U,33184100.0,32.0,1914728.0,M,33
16/03/20,ES,U,24213000.0,1.0,320000.0,M,24
02/04/19,ES,S,45259000.0,6.0,10006514.25,M,45
05/03/19,ES,U,34330000.0,10.0,3837298.64,,34
30/09/19,ES,S,79212200.0,1.0,627233.54,M,79
10/09/19,ES,U,33141200.0,46.0,1689727.6,M,33
10/05/21,ES,U,44111000.0,23.0,394480.4,L,44
05/08/20,ES,U,35110000.0,22.0,675772.5,M,35
23/02/22,ES,S,79411000.0,2.0,659500.0,M,79
31/07/19,ES,S,79900000.0,2.0,407823129.79,,79
28/10/21,ES,U,18000000.0,19.0,4314910.5,M,18
04/06/20,ES,U,34300000.0,4.0,635311.75,M,34
14/12/22,ES,S,50640000.0,3.0,615000.0,M,50
14/10/21,ES,U,9100000.0,16.0,842272.73,M,91
08/08/23,ES,S,50312000.0,1.0,518500.0,M,50
14/09/18,ES,U,33100000.0,34.0,415474.0,,33
29/07/19,ES,S,72212517.0,1.0,307406.98,,72
03/06/20,ES,U,34000000.0,1.0,801186.5,,34
10/05/21,ES,U,33168000.0,2.0,826440.0,M,33
04/12/18,ES,S,79950000.0,8.0,,,79
02/06/20,ES,S,80530000.0,34.0,,,80
20/12/21,ES,U,15000000.0,317.0,570037.75,M,15
22/04/22,ES,U,33141625.0,1.0,900000.0,L,33
26/07/18,ES,S,79713000.0,1.0,,,79
24/03/23,ES,S,79311000.0,10.0,4043801.65,M,79
02/05/21,ES,U,34100000.0,1.0,556270.56,M,34
21/10/22,ES,U,33600000.0,14.0,1226555.0,,33
02/01/19,ES,U,37412270.0,12.0,298290.08,M,37
14/02/20,ES,U,18143000.0,17.0,1133302.06,M,18
22/02/21,ES,U,33000000.0,5.0,650674.4,M,33
21/12/22,ES,S,66510000.0,5.0,288000.0,M,66
11/08/22,ES,S,60130000.0,28.0,3986373.08,M,60
31/05/23,ES,S,80650000.0,13.0,,,80
03/08/18,ES,S,79000000.0,4.0,1654545.45,M,79
22/06/23,ES,U,15000000.0,24.0,7938151.45,M,15
22/09/21,ES,U,33140000.0,16.0,647867.0,,33
18/09/20,ES,U,33140000.0,8.0,771584.0,M,33
14/04/23,ES,U,44100000.0,3.0,753718.99,L,44
18/05/22,ES,U,18925200.0,1.0,294580.8,M,18
02/10/18,ES,U,33122000.0,18.0,1312400.0,,33
07/11/18,ES,U,9310000.0,7.0,33614592.26,M,93
01/08/23,ES,U,34110000.0,8.0,1046505.6,,34
27/10/23,ES,S,60130000.0,1.0,540000.0,M,60
16/12/19,ES,S,50400000.0,7.0,387360.0,,50
06/09/23,ES,U,33140000.0,158.0,21345176.17,M,33
20/01/20,ES,S,60160000.0,9.0,3053388.0,,60
29/04/20,ES,S,85142100.0,16.0,,,85
28/09/22,ES,U,34928200.0,4.0,984958.68,M,34
17/03/23,ES,U,33168000.0,1.0,532000.0,M,33
27/11/19,ES,U,33140000.0,3.0,1205270.64,M,33
23/01/23,ES,U,15000000.0,11.0,1541250.0,M,15
29/07/20,ES,U,34300000.0,10.0,,,34
14/03/19,ES,U,33124000.0,19.0,633305.79,M,33
01/10/19,ES,U,35811300.0,21.0,6442905.76,M,35
22/09/23,ES,S,72416000.0,1.0,688138.25,M,72
27/02/23,ES,U,35113400.0,3.0,1000251.45,M,35
19/09/18,ES,U,15896000.0,8.0,5252546.12,,15
24/11/20,ES,S,80530000.0,28.0,1934770.5,,80
02/03/22,ES,S,85312000.0,1.0,,,85
28/03/23,ES,S,79340000.0,8.0,595041.28,M,79
27/09/18,ES,W,9000000.0,1.0,,,90
28/10/19,ES,U,33600000.0,16.0,16058496.0,M,33
29/10/20,ES,S,55330000.0,1.0,,,55
18/07/22,ES,S,64210000.0,2.0,2727044.0,,64
06/04/22,ES,S,71000000.0,4.0,2860000.0,,71
01/12/20,ES,U,33690000.0,46.0,7576694.68,M,33
06/08/20,ES,S,85100000.0,153.0,182482944.0,,85
26/05/21,ES,S,60130000.0,57.0,203825245.36,,60
02/03/20,ES,U,33140000.0,7.0,635050.0,M,33
11/11/20,ES,S,50750000.0,1.0,530000.0,M,50
10/08/18,ES,S,72314000.0,1.0,1200000.0,,72
25/07/18,ES,U,33690000.0,1.0,1355611.0,M,33
18/02/21,ES,U,33140000.0,6.0,895224.0,M,33
06/08/20,ES,S,85100000.0,153.0,182482944.0,,85
23/03/18,ES,U,33194110.0,4.0,1555416.0,,33
12/08/21,ES,S,60130000.0,85.0,,,60
03/04/23,ES,S,90513000.0,1.0,1066388.4,M,90
22/09/22,ES,U,31000000.0,1.0,1976584.5,M,31
06/10/21,ES,S,90900000.0,4.0,1373582.92,M,90
09/01/20,ES,U,18100000.0,12.0,712794.0,M,18
14/04/23,ES,U,9134000.0,9.0,8574100.8,M,91
24/09/20,ES,U,39154000.0,1.0,2300000.0,M,39
26/11/21,ES,S,79714000.0,6.0,269323036.88,,79
17/12/21,ES,U,48481000.0,2.0,3126590.0,M,48
24/04/20,ES,S,73200000.0,1.0,400000.0,,73
17/11/23,ES,S,60100000.0,43.0,,,60
23/11/21,ES,S,50313000.0,1.0,1097707.15,,50
20/12/21,ES,S,80530000.0,34.0,4916989.5,,80
27/07/21,ES,U,33140000.0,31.0,653177.95,M,33
21/12/22,ES,S,71317210.0,2.0,323653.37,M,71
18/11/21,ES,U,33140000.0,14.0,479529.38,M,33
05/01/23,ES,S,77200000.0,5.0,412611.44,M,77
08/11/21,ES,S,72000000.0,1.0,1792653.26,,72
06/03/20,ES,U,15000000.0,9.0,3100288.2,M,15
27/11/18,ES,S,79711000.0,0.0,539226.66,M,79
06/08/20,ES,S,85100000.0,153.0,182482944.0,,85
25/01/23,ES,U,33141110.0,11.0,351929.98,M,33
16/10/20,ES,U,15882000.0,16.0,1312180.12,M,15
21/06/19,ES,U,15000000.0,20.0,1967098.0,M,15
02/11/23,ES,U,15800000.0,9.0,10069150.25,M,15
01/12/20,ES,U,33690000.0,50.0,21748979.68,M,33
26/10/23,ES,S,90722200.0,2.0,2911065.39,M,90
20/12/22,ES,S,72267000.0,1.0,6053443.2,M,72
12/05/21,ES,U,33184100.0,103.0,56128195.0,M,33
09/02/22,ES,U,33182220.0,2.0,1296000.0,M,33
07/06/22,ES,S,66512210.0,1.0,5459218.85,,66
11/11/21,ES,S,77314000.0,2.0,3636363.64,M,77
15/12/22,ES,S,60420000.0,1.0,2090000.0,M,60
15/06/21,ES,S,79341000.0,3.0,1601628.04,M,79
31/10/19,ES,U,15882000.0,12.0,337488.84,M,15
03/02/23,ES,S,55521100.0,11.0,,,55
24/02/22,ES,S,72267000.0,1.0,384560.0,M,72
22/06/23,ES,S,60130000.0,108.0,9666410.16,,60
16/10/18,ES,U,39130000.0,8.0,681787.0,L,39
01/10/21,ES,U,9123000.0,1.0,2735537.18,M,91
26/05/20,ES,U,33140000.0,12.0,936506.16,,33
09/03/23,ES,U,33141110.0,44.0,9968688.9,M,33
26/07/19,ES,S,60130000.0,138.0,25419238.55,M,60
21/12/21,ES,S,90911200.0,16.0,101734503.48,,90
20/12/22,ES,U,44100000.0,20.0,233984.71,M,44
11/10/22,ES,U,15000000.0,48.0,5643939.0,M,15
22/02/19,ES,S,80511000.0,23.0,2796256.8,,80
29/08/23,ES,S,60130000.0,29.0,2275170.84,M,60
05/06/23,ES,S,85312100.0,23.0,38144530.54,,85
07/11/18,ES,U,9310000.0,7.0,33614592.26,M,93
06/03/18,ES,U,34111200.0,31.0,17711880.0,,34
19/12/19,ES,S,79342320.0,6.0,905000.0,M,79
17/06/19,ES,S,55523100.0,100.0,114532106.4,,55
08/08/18,ES,S,90910000.0,3.0,471966.0,M,90
03/08/22,ES,U,30000000.0,4.0,888000.0,M,30
30/09/20,ES,U,33141127.0,9.0,753921.08,M,33
25/06/20,ES,U,18443340.0,7.0,663559.1,L,18
02/01/19,ES,U,33141000.0,34.0,2399989.96,L,33
05/10/23,ES,S,72000000.0,1.0,18458880.0,M,72
04/09/19,ES,S,32410000.0,1.0,254340.0,M,32
10/12/20,ES,S,50230000.0,8.0,43142891.65,M,50
02/09/20,ES,U,38000000.0,9.0,513770.0,M,38
17/03/23,ES,S,85322000.0,10.0,,,85
18/02/22,ES,S,71000000.0,13.0,1552956.8,,71
23/06/21,ES,S,50000000.0,7.0,206388.48,M,50
19/02/19,ES,U,19520000.0,4.0,1151574.2,M,19
17/12/19,ES,U,33181400.0,6.0,1824900.0,M,33
17/09/21,ES,U,33140000.0,113.0,3615653.89,M,33
19/04/18,ES,S,80500000.0,3.0,588520.0,,80
06/08/20,ES,S,85100000.0,153.0,182482944.0,,85
17/07/19,ES,U,33140000.0,83.0,,M,33
29/07/21,ES,U,34111200.0,3.0,9304152.0,M,34
26/08/21,ES,S,50000000.0,10.0,2229810.0,,50
08/10/18,ES,W,45000000.0,1.0,16901652.9,M,45
21/08/20,ES,U,48218000.0,25.0,288754.0,,48
01/09/22,ES,S,63510000.0,9.0,334855.09,M,63
23/06/20,ES,S,50000000.0,1.0,499438.63,M,50
25/04/19,ES,S,50232100.0,1.0,308856.72,,50
15/03/23,ES,U,38421100.0,11.0,7125336.9,M,38
10/11/21,ES,S,60112000.0,1.0,640633.31,M,60
29/10/20,ES,S,80530000.0,16.0,2982586.5,,80
13/05/22,ES,S,90911200.0,7.0,3266541.18,M,90
17/11/20,ES,S,50000000.0,8.0,585224.0,M,50
06/08/18,ES,S,80410000.0,778.0,,,80
28/06/23,ES,S,71317210.0,1.0,538944.97,M,71
28/07/20,ES,S,55100000.0,12.0,,M,55
12/03/21,ES,U,33140000.0,10.0,782357.4,M,33
26/12/19,ES,S,71000000.0,12.0,795240.57,,71
04/06/19,ES,S,50720000.0,8.0,8882509.15,,50
22/04/22,ES,U,33000000.0,5.0,2857604.44,,33
30/12/21,ES,U,42000000.0,22.0,19834693.8,M,42
22/03/21,ES,U,30200000.0,1.0,389913.22,M,30
27/03/18,ES,S,90511200.0,1.0,11481257.0,M,90
08/07/21,ES,S,50700000.0,8.0,5025000.0,M,50
26/07/19,ES,S,60130000.0,138.0,25419238.55,M,60
06/08/20,ES,S,85100000.0,153.0,182482944.0,,85
08/07/19,ES,U,34114200.0,2.0,1881000.0,M,34
11/11/21,ES,S,66510000.0,5.0,97500.0,L,66
13/12/23,ES,S,85100000.0,1.0,6716428.4,M,85
18/01/18,ES,S,72200000.0,1.0,644455.68,M,72
17/03/23,ES,U,33600000.0,7.0,14443795.2,M,33
19/04/23,ES,U,44316400.0,8.0,705950.0,M,44
06/08/20,ES,S,85100000.0,153.0,182482944.0,,85
08/07/22,ES,S,72000000.0,7.0,47651580.79,M,72
05/01/22,ES,S,50230000.0,1.0,330578.51,,50
17/07/19,ES,U,33140000.0,15.0,821904.34,,33
15/07/19,ES,S,50650000.0,4.0,24921248.0,M,50
01/07/20,ES,S,80500000.0,20.0,2397846.6,M,80
02/03/23,ES,S,60182000.0,5.0,515090.56,M,60
04/08/20,ES,S,80500000.0,20.0,2397847.0,L,80
16/12/19,ES,U,34522100.0,8.0,393858.0,M,34
05/03/18,ES,S,50800000.0,1.0,287054.1,,50
14/10/22,ES,S,66510000.0,4.0,542400.0,M,66
10/05/19,ES,S,50000000.0,12.0,431936.74,M,50
15/01/21,ES,S,72000000.0,3.0,9175249.05,M,72
08/10/20,ES,S,90000000.0,27.0,5062520.33,M,90
03/11/20,ES,S,90911000.0,18.0,881228.65,M,90
31/07/19,ES,U,33690000.0,1.0,104728819.37,,33
06/05/19,ES,S,77310000.0,6.0,82792167.39,M,77
20/12/21,ES,S,80530000.0,22.0,1818745.5,,80
29/11/22,ES,U,30200000.0,7.0,990000.0,,30
13/07/20,ES,S,79411000.0,4.0,3100000.0,,79
19/02/20,ES,S,92000000.0,3.0,345000.0,,92
06/04/22,ES,S,60100000.0,2.0,260000.0,M,60
06/07/20,ES,S,72267000.0,1.0,352000.0,M,72
01/06/20,ES,U,33141114.0,1.0,31752001.69,,33
25/01/21,ES,U,33696500.0,24.0,349169.92,M,33
18/02/22,ES,S,60160000.0,1.0,640800.0,M,60
15/03/21,ES,U,33652300.0,16.0,43998984.21,M,33
04/12/18,ES,S,34144200.0,2.0,535200.0,M,34
07/02/22,ES,S,71000000.0,3.0,400000.0,M,71
08/10/20,ES,W,45214200.0,2.0,6028225.71,,45
14/07/21,ES,U,15700000.0,6.0,867880.0,M,15
03/06/21,ES,S,72421000.0,1.0,1749441.44,M,72
19/07/21,ES,U,33162000.0,3.0,273300.0,,33
12/04/21,ES,S,72212222.0,1.0,305785.12,M,72
28/10/19,ES,S,50334110.0,13.0,1715203.28,M,50
06/08/20,ES,S,85100000.0,153.0,182482944.0,,85
26/12/19,ES,S,71311210.0,8.0,3314207.0,M,71
27/12/22,ES,S,77311000.0,4.0,16656731.37,L,77
25/05/22,ES,S,71240000.0,1.0,332025.0,M,71
12/08/20,ES,S,60130000.0,73.0,66276205.6,,60
26/11/20,ES,S,72212900.0,1.0,550051.0,M,72
22/06/20,ES,U,38424000.0,8.0,418181.82,M,38
31/01/20,ES,S,80530000.0,9.0,,,80
03/11/20,ES,S,66510000.0,6.0,1213150.0,M,66
04/06/18,ES,S,90919300.0,3.0,2645952.66,,90
28/03/22,ES,S,90919200.0,9.0,1359059.3,,90
04/03/19,ES,S,60130000.0,38.0,6852392.8,,60
06/10/23,ES,U,30120000.0,1.0,417814.6,M,30
21/04/21,ES,U,33140000.0,7.0,1106586.77,M,33
29/12/22,ES,U,39162100.0,20.0,6103632.36,M,39
14/09/18,ES,U,33100000.0,34.0,415474.0,,33
06/08/20,ES,S,85100000.0,153.0,182482944.0,,85
30/10/20,ES,U,34100000.0,1.0,675000.0,L,34
26/06/20,ES,S,79711000.0,2.0,,,79
06/08/20,ES,S,85100000.0,153.0,182482944.0,,85
17/05/22,ES,U,33184300.0,85.0,23863824.0,M,33
24/10/22,ES,S,98312000.0,1.0,591942.4,M,98
19/08/22,ES,U,42995100.0,1.0,138928.0,L,42
29/07/22,ES,U,33192100.0,14.0,5451870.19,,33
03/06/20,ES,U,18000000.0,122.0,598724.19,M,18
25/08/20,ES,U,33100000.0,20.0,22221628.0,M,33
10/06/19,ES,S,71621000.0,3.0,619580.67,M,71
06/08/20,ES,S,85100000.0,153.0,182482944.0,,85
09/09/20,ES,U,34114000.0,6.0,1181000.0,M,34
21/10/21,ES,U,39162000.0,27.0,2960999.57,L,39
11/12/20,ES,U,18141000.0,9.0,228554.0,M,18
16/03/20,ES,U,15000000.0,32.0,2073842.98,,15
22/06/23,ES,U,15000000.0,24.0,5611468.74,M,15
21/09/21,ES,U,31500000.0,68.0,1485054.0,M,31
05/01/18,ES,S,45112300.0,1.0,447217.23,L,45
20/11/19,ES,U,44000000.0,19.0,353758.22,M,44
18/10/23,ES,S,92521000.0,1.0,2449622.87,,92
01/07/22,ES,S,50000000.0,2.0,244480.0,M,50
07/05/20,ES,U,44316400.0,11.0,234254.54,L,44
04/08/22,ES,S,60130000.0,104.0,28772606.45,,60
06/08/20,ES,S,85100000.0,153.0,182482944.0,,85
29/01/19,ES,U,33000000.0,56.0,206214.36,M,33
03/02/22,ES,U,14212000.0,31.0,653196.01,L,14
13/03/20,ES,U,33140000.0,3.0,718712.0,L,33
06/08/20,ES,S,85100000.0,153.0,182482944.0,,85
12/05/23,ES,S,65120000.0,1.0,250000.0,,65
30/03/23,ES,U,34100000.0,3.0,685200.0,L,34
21/06/19,ES,U,44316400.0,5.0,1110000.0,,44
18/07/19,ES,U,15000000.0,24.0,2695117.36,M,15
11/03/20,ES,U,38970000.0,1.0,250000.0,M,38
03/05/23,ES,S,72200000.0,1.0,405321.07,M,72
11/12/18,ES,S,79100000.0,3.0,,,79
21/05/19,ES,S,98390000.0,18.0,8217163.64,L,98
08/02/23,ES,U,44114000.0,1.0,512968.05,M,44
17/03/23,ES,S,60130000.0,21.0,5057052.0,M,60
15/07/22,ES,U,15000000.0,24.0,7418299.25,M,15
08/05/20,ES,U,33141000.0,4.0,3119625.0,M,33
31/08/20,ES,U,33140000.0,4.0,820224.0,M,33
23/07/20,ES,U,15000000.0,23.0,7001489.92,M,15
30/04/21,ES,S,60130000.0,23.0,4965454.74,M,60
16/10/20,ES,S,79341000.0,1.0,835200.0,L,79
02/03/20,ES,S,64110000.0,2.0,7412243.06,M,64
21/12/20,ES,U,39220000.0,11.0,719721.82,M,39
03/11/20,ES,S,71313440.0,1.0,321959.69,M,71
19/05/23,ES,U,30216110.0,1.0,238000.0,L,30
07/02/20,ES,U,34100000.0,1.0,336343.8,,34
30/08/19,ES,U,33696500.0,7.0,1278043.2,,33
02/03/18,ES,U,33184100.0,4.0,32076000.0,M,33
23/05/23,ES,U,34114200.0,6.0,1282500.0,M,34
27/07/23,ES,U,33100000.0,13.0,763205.0,,33
02/05/22,ES,S,60130000.0,199.0,39334230.72,M,60
14/10/22,ES,S,63733000.0,1.0,0.1,,63
14/02/19,ES,U,33141200.0,6.0,301276.8,,33
30/04/21,ES,S,80530000.0,15.0,,,80
14/12/22,ES,S,90520000.0,1.0,385304.8,M,90
15/06/23,ES,S,85111000.0,3.0,,,85
04/02/21,ES,U,44111000.0,10.0,620398.05,L,44
15/05/20,ES,U,35811200.0,3.0,224242.15,M,35
08/04/19,ES,S,90911000.0,15.0,1309000.0,M,90
03/04/19,ES,S,80530000.0,25.0,,,80
03/04/23,ES,U,33140000.0,141.0,21357767.03,M,33
11/08/22,ES,S,60130000.0,28.0,3986373.08,M,60
18/09/23,ES,S,63120000.0,2.0,2080469.82,,63
17/06/19,ES,U,37421000.0,3.0,245950.43,M,37
27/09/22,ES,S,73000000.0,1.0,280991.73,,73
21/05/18,ES,U,15000000.0,8.0,576968.92,M,15
02/12/19,ES,S,70000000.0,2.0,1516600.0,,70
01/03/22,ES,S,71300000.0,1.0,6190839.88,M,71
07/02/22,ES,U,33184100.0,10.0,7128936.67,M,33
11/05/21,ES,S,90700000.0,1.0,1647760.0,M,90
10/07/19,ES,S,72200000.0,1.0,9150000.0,,72
17/05/19,ES,U,38000000.0,106.0,4745623.08,M,38
07/12/21,ES,S,80530000.0,1.0,4811400.0,,80
18/01/23,ES,S,85300000.0,1.0,203636.4,,85
02/09/22,ES,W,45244000.0,1.0,105000.0,M,45
30/12/20,ES,U,33696500.0,14.0,711845.29,L,33
01/09/20,ES,S,63100000.0,3.0,1527600.0,M,63
06/10/22,ES,U,38434500.0,2.0,553569.0,,38
01/04/22,ES,U,39100000.0,4.0,21192.15,M,39
06/09/22,ES,U,18100000.0,6.0,2047695.41,M,18
23/11/21,ES,U,33184100.0,1.0,22635088.93,,33
22/08/22,ES,U,33100000.0,9.0,2269234.8,M,33
05/04/23,ES,S,50324100.0,2.0,318073.2,M,50
08/10/21,ES,U,33696500.0,30.0,21069996.62,M,33
07/08/19,ES,S,66510000.0,3.0,676950.17,M,66
26/02/20,ES,W,45232151.0,2.0,2396453.88,,45
07/06/23,ES,S,55330000.0,23.0,1472815.08,,55
12/12/22,ES,U,34113200.0,1.0,263040.0,M,34
30/11/22,ES,U,33140000.0,6.0,2467663.5,M,33
12/12/19,ES,U,44510000.0,50.0,546694.5,M,44
11/08/21,ES,S,50000000.0,3.0,1401426.67,M,50
25/06/21,ES,S,90911200.0,49.0,17135696.76,,90
20/12/22,ES,S,71520000.0,4.0,4035219.23,M,71
06/08/20,ES,S,85100000.0,153.0,182482944.0,,85
23/06/22,ES,U,9123000.0,5.0,44398659.35,L,91
31/08/20,ES,U,33692400.0,1.0,3478491.4,,33
04/10/21,ES,S,79341000.0,2.0,1600000.0,,79
09/01/18,ES,U,33141110.0,18.0,,,33
24/03/22,ES,U,33140000.0,63.0,2763139.5,M,33
28/08/18,ES,U,39112000.0,1.0,256198.35,M,39
18/05/23,ES,U,33731110.0,16.0,2811846.9,M,33
30/05/19,ES,S,66516500.0,5.0,359200.0,M,66
30/06/23,ES,U,33141625.0,2.0,556000.0,L,33
26/07/21,ES,U,33700000.0,1.0,4452647.16,,33
10/11/20,ES,U,33140000.0,39.0,2123198.95,L,33
06/08/20,ES,S,85100000.0,153.0,182482944.0,,85
